dua_id,duaId,duaArabic,dua_ur,dua_en,duaReference_ur,duaReference_en,duaType_ur,duaType_en,duaTitle_ur,duaTitle_en,Dua_IRI
164,MasnoonDua-109,اَللّٰهُمَّ  إِنِّي أَعُوذُ بِكَ مِنْ جَارِ السُّوءِ فِي دَارِ المُقَامَةِ ، فَإِنَّ جَارَ الْبَادِيَةِ يَتَحَوَّلُ,اے اللہ! میں تیری پناہ طلب کرتا ہوں مستقل رہائش والی جگہ پر برے پڑوسی سے کیونکہ جنگل کا ہمسایہ تو جدا ہوجاتا ہے (مگر سکونتی گھر کا پڑوسی زندگی بھر کا کینہ جلن رکھتا ہے),"O Allah, I seek refuge in you from an evil neighbour in the permanent abode. Verily, a neighbour in the wilderness can be changed.",أخرجه النسائي (5502) باختلاف يسير، وأبو يعلى (6536)، والطبراني في ((الدعاء)) (1340)، والحاكم (1951) واللفظ لهم.,أخرجه النسائي (5502) باختلاف يسير، وأبو يعلى (6536)، والطبراني في ((الدعاء)) (1340)، والحاكم (1951) واللفظ لهم.,مسنون دعاء,Masnoon Dua,برے ہمسایہ سے بچنے کی دعا,Seeking Refuge From Evil Neighbour,
165,MasnoonDua-110,‏ اَللّٰهُمَّ مَتِّعْنِي بِسَمْعِي وَبَصَرِي وَاجْعَلْهُمَا الْوَارِثَ مِنِّي وَانْصُرْنِي عَلَى مَنْ يَظْلِمُنِي وَخُذْ مِنْهُ بِثَأْرِي,الٰہی! میرے کان اور میری ٓنکھ سے مجھے نفع پہنچا اور ان دونوں(اعضاء) کو میرا وارث کر، اور مجھ پر ظلم کرنے والے پر میری مدد کر، اور میرے دشمن سے میرا بدلہ لے لے,"O Allah, give me pleasure in my hearing and my sight, and make it the inheritor from me, and aid me against whoever oppresses me, and take vengeance from him for me",[جامع الترمذی:3604],[جامع الترمذی:3604],مسنون دعاء,Masnoon Dua,سماعت و بصارت سے صحیح فائدہ اٹھانے کے لیے دعا کرنا,Dua for the Ability to Benefit from Senses of Sight and Hearing,
166,MasnoonDua-111,‏ اَللّٰهُمَّ اغْفِرْ لِي وَاهْدِنِي وَارْزُقْنِي وَعَافِنِي أَعُوذُ بِاللَّهِ مِنْ ضِيقِ الْمَقَامِ يَوْمَ الْقِيَامَةِ,اے اللہ! مجھے معاف فرما، مجھے ہدایت دے، مجھے رزق عطا فرما اور مجھے عافیت و صحت دے اور میں قیامت کے دن اللہ تعالیٰ کے سامنے کھڑا ہونے کی تنگی سے اللہ تعالیٰ کی پناہ چاہتا ہوں,"O Allah, forgive me, guide me, grant me provision and good health. I seek refuge with Allah from the difficulty of standing on the Day of Resurrection.",[سنن النسائی:1617],[سنن النسائی:1617],مسنون دعاء,Masnoon Dua,تہجد میں کی جانے والی جامع دعا,Dua to be made at Tahajjud,
167,MasnoonDua-112,اَللّٰهُمَّ قِنِي شَرَّ نَفْسِي، وَاعْزِمْ لِي عَلَى أَرْشَدِ أَمْرِي، اَللّٰهُمَّ اغْفِرْ لِي مَا أَسْرَرْتُ، وَمَا أَعْلَنْتُ، وَمَا أَخْطَأْتُ، وَمَا عَمَدْتُ، وَمَا عَلِمْتُ، وَمَا جَهِلْتُ,اے اللہ!مجھے میرے نفس کے شر سے بچا،اور مجھے اس کام پرپختگی عطا فرماجو زیادہ بھلائی والا ہو،اے اللہ!میرے ان گناہوں کو معاف فرما،جو میں نے چھپ کر کیے،جو میں نے اعلانیہ کیے،جو میں نے غلطی سے کیے اور جو جان بوجھ کر کیے،جن میں جانتاتھا اور جو نادانی میں کیے,"O Allah, save me from the evil of myself, assist me with what is most righteous, O Allah forgive my sins committed secretly, and openly, and my mistakes, and those committed deliberately, and intentionally, and in ignorance",هذا حديث صحيح على شرط الشيخين ، ولم يخرجاه,هذا حديث صحيح على شرط الشيخين ، ولم يخرجاه,مسنون دعاء,Masnoon Dua,نفس کے شر سے پناہ اور بھلائی کے کاموں کی توفیق مانگنا,Seeking Refuge from the Evil of Self,
168,MasnoonDua-113,اَللّٰهُمَّ إنِّي أسْأَلُكَ إيْمَانًا لَا يَرْتَدُّ، وَنَعِيْمًا لَا يَنْفَدُ، وَمُرَافَقَةَ النَّبيِّ صَلَّى اللهُ عَلَيهِ وَسَلَّمَ، فِيْ أَعْلَى غُرَفِ الْجَنَّةِ، جنَّةِ الخُلدِ,اے اللہ!بے شک میں تجھ سے ایسے ایمان کا سوال کرتا ہوں جس سے میں کبھی پیچھے نہ ہٹوں، ایسی نعمتوں کا جو کبھی ختم نہ ہوں اور ہمیشہ کی جنت کے اعلی مقام پر نبی ﷺکی رفاقت کا (سوال کرتا ہوں),"O Allah, I ask you for firm faith that does not revert, and bliss that never ends and the companionship of Muhammad ﷺ at the highest (level) of Paradise.",صحيح ابن حبان الصفحة أو الرقم: 1970,صحيح ابن حبان الصفحة أو الرقم: 1970,مسنون دعاء,Masnoon Dua,جنت میں نبی صلی اللہ علیہ وسلم کی رفاقت طلب کرنا,Seeking the Prophet's Companionship,
169,MasnoonDua-114,"اَللَّهُمَّ جَنِّبْنِي مُنْكَرَاتِ اَلْأَخْلَاقِ, وَالْأَعْمَالِ, وَالْأَهْوَاءِ, وَالْأَدْوَاءِ",اے اللہ مجھے بچا لے بری عادتوں سے، برے کاموں سے اور بری خواہشوں سے,"O Allah, I seek refuge in you from evil morals, deeds, passions and diseases.",صحيح.‏ رواه الترمذي (3591)‏، والحاكم (1 / 532)‏.,صحيح.‏ رواه الترمذي (3591)‏، والحاكم (1 / 532)‏.,مسنون دعاء,Masnoon Dua,رذائل اخلاق و اعمال سے پناہ مانگنا,Seeking Refuge from Immoral Deeds,
170,MasnoonDua-115,اَللّٰهُمَّ إِنِّي أَسْأَلُكَ حُبَّكَ وَحُبَّ مَنْ يُحِبُّكَ وَالْعَمَلَ الَّذِي يُبَلِّغُنِي حُبَّكَ اَللّٰهُمَّ اجْعَلْ حُبَّكَ أَحَبَّ إِلَىَّ مِنْ نَفْسِي وَأَهْلِي وَمِنَ الْمَاءِ الْبَارِدِ,اے میرے اللہ! میں تجھ سے مانگتا ہوں تیری محبت (یعنی مجھے اپنی محبت عطا فرما) اور اپنے ان بندوں کی محبت بھی مجھے عطا فرما جو تجھ سے محبت کرتے ہیں اور ان اعمال کی بھی محبت مجھے عطا فرما جو تیری محبت کے مقام تک پہنچاتے ہوں اے اللہ! ایسا کر دے کہ اپنی جان اور اہل و عیال کی محبت اور ٹھنڈے پانی کی چاہت سے بھی زیادہ مجھے تیری محبت اور چاہت ہو,"O Allah, indeed, I ask You for Your love and the love of those who love You, and for the action that will cause me to attain Your love, O Allah, make Your love more beloved to me than myself, my family and cold water",[جامع الترمذی:3490],[جامع الترمذی:3490],مسنون دعاء,Masnoon Dua,اللہ تعالیٰ کی محبت مانگنا,Seeking Allah's Love,
171,MasnoonDua-116,اَللّٰهُمَّ اغْفِرْ لِي خَطِيئَتِي وَجَهْلِي وَإِسْرَافِي فِي أَمْرِي وَمَا أَنْتَ أَعْلَمُ بِهِ مِنِّي اَللّٰهُمَّ اغْفِرْ لِي جِدِّي وَهَزْلِي وَخَطَئِي وَعَمْدِي وَكُلُّ ذَلِكَ عِنْدِي اَللّٰهُمَّ اغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ وَمَا أَسْرَرْتُ وَمَا أَعْلَنْتُ وَمَا أَنْتَ أَعْلَمُ بِهِ مِنِّي أَنْتَ الْمُقَدِّمُ وَالْمُؤَخِّرُ وَأَنْتَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ,میرے رب! میری خطا، میری نادانی اور تمام معاملات میں میرے حد سے تجاوز کرنے میں میری مغفرت فرما اور وہ گناہ بھی جن کو تو مجھ سے زیادہ جاننے والا ہے اے اللہ! میری مغفرت کر، میری خطاؤں میں، میرے بالا ارادہ اور بلا ارادہ کاموں میں اور میرے ہنسی مزاح کے کاموں میں اور یہ سب میری ہی طرف سے ہیں اے اللہ! میری مغفرت کر ان کاموں میں جو میں کر چکا ہوں اور انہیں جو کروں گا اور جنہیں میں نے چھپایا اور جنہیں میں نے ظاہر کیا ہے، تو سب سے پہلے ہے اور تو ہی سب سے بعد میں ہے اور تو ہر چیز پر قدرت رکھنے والا ہے,"O Allah! Forgive my errors, ignorance and immoderation in my affairs. You are better aware of my faults than myself. O Allah! Forgive my faults which I committed in seriousness or in fun deliberately or inadvertently. O Allah! Grant me pardon for those sins which I committed in the past and I may commit in future, which I committed in privacy or in public and all those sins of which You are better aware than me. You Alone can send whomever You will to Jannah, and You Alone can send whomever You will to Hell-fire and You are Omnipotent",[ریاض الصالحین: 1476],[ریاض الصالحین: 1476],مسنون دعاء,Masnoon Dua,گناہوں کی بخشش مانگنا,Seeking Forgiveness of Sins,
172,MasnoonDua-117,اَللّٰهُمَّ ثَبِّتْنِي وَاجْعَلْنِي هَادِياً مَهْدِيَّاً,یا اللہ! مجھے ثابت قدم رکھ اور مجھے راہنمائی کرنے والا اور سیدھے راستے کی طرف راہنمائی کرنے والا بنا,O Allah! Make me firm and make me a guiding and a rightly guided man.,البخاري، كتاب الجهاد والسير،  برقم 3020، و برقم 4356، ومسلم، كتاب فضائل الصحابة، برقم 2475، و2476.,البخاري، كتاب الجهاد والسير،  برقم 3020، و برقم 4356، ومسلم، كتاب فضائل الصحابة، برقم 2475، و2476.,مسنون دعاء,Masnoon Dua,سیدھے راستے پر استقامت کی دعا,Dua for Steadfastness,
173,MasnoonDua-118,اَللّٰهُمَّ أَحسَنْتَ خَلْقي فأَحْسِنْ خُلُقي,یااللہ تو نے میری صورت اچھی بنائی ہے ایسے ہی میری سیرت بھی اچھی بنا دے,"O Allah You have made my creation perfect, so make my moral characteristics also be the best.",الراوي : عائشة أم المؤمنين | المحدث : الألباني | المصدر : إرواء الغليل,الراوي : عائشة أم المؤمنين | المحدث : الألباني | المصدر : إرواء الغليل الصفحة أو الرقم: 1/115,مسنون دعاء,Masnoon Dua,اچھے اخلاق کی دعا کرنا,Dua for Good Character,
174,MasnoonDua-119,اَللّٰهُمَّ لَكَ الْحَمْدُ كُلُّهُ، اَللّٰهُمَّ لاَ قَابِضَ لِمَا بَسَطْتَ، وَلاَ بَاسِطَ لِمَا قَبَضْتَ، وَلاَ هَادِيَ لِمَنْ أَضْلَلْتَ، وَلاَ مُضِلَّ لِمَنْ هَدَيْتَ، وَلاَ مُعْطِيَ لِمَا مَنَعْتَ، وَلاَ مَانِعَ لِمَا أَعْطَيْتَ، وَلاَ مُقَرِّبَ لِمَا بَاعَدْتَ، وَلاَ مُبَاعِدَ لِمَا قَرَّبْتَ، اَللّٰهُمَّ ابْسُطْ عَلَيْنَا مِنْ بَرَكَاتِكَ، وَرَحْمَتِكَ، وَفَضْلِكَ، وَرِزْقِكَ، اَللّٰهُمَّ إِنِّي أَسْأَلُكَ النَّعِيمَ الْمُقِيمَ الَّذِي لاَ يَحُولُ وَلاَ يَزُولُ، اَللّٰهُمَّ إِنِّي أَسْأَلُكَ النَّعِيمَ يَوْمَ الْعَيْلَةِ، وَالأَمْنَ يَوْمَ الْخَوْفِ، اَللّٰهُمَّ إِنِّي عَائِذٌ بِكَ مِنْ شَرِّ مَا أَعْطَيْتَنَا وَشَرِّ مَا مَنَعْتَنَا، اَللّٰهُمَّ حَبِّبْ إِلَيْنَا الإِيمَانَ وَزِيِّنْهُ فِي قُلُوبِنَا، وَكَرِّهْ إِلَيْنَا الْكُفْرَ وَالْفُسُوقَ وَالْعِصْيَانَ، وَاجْعَلْنَا مِنَ الرَّاشِدِينَ، اَللّٰهُمَّ تَوَفَّنَا مُسْلِمِينَ، وَأَحْيِنَا مُسْلِمِينَ، وَأَلْحِقْنَا بِالصَّالِحِينَ غَيْرَ خَزَايَا وَلاَ مَفْتُونِينَ، اَللّٰهُمَّ قَاتِلِ الْكَفَرَةَ الَّذِينَ يُكَذِّبُونَ رُسُلَكَ، وَيَصُدُّونَ عَنْ سَبِيلِكَ، وَاجْعَلْ عَلَيْهِمْ رِجْزَكَ وَعَذَابَكَ، اَللّٰهُمَّ قَاتِلِ الكَفَرَةَ الَّذِينَ أُوتُوا الْكِتَابَ، إِلَهَ الْحَقِّ,اے اللہ! تیرے ہی لیے ہر قسم کی تعریف ہے اے اللہ! جو تو پھیلا دے اسے کوئی سمیٹنے والا نہیں اور جسے تو سمیٹ لے اسے کوئی پھیلانے والا نہیں جسے تو گمراہ کر دے اسے کوئی ہدایت دینے والا نہیں اور جسے تو ہدایت دے اسے کوئی گمراہ کرنے والا نہیں جس سے تو روک لے  اسے کوئی دینے والا نہیں اور جسے تو دے اس کو کوئی روکنے والا نہیں جو تو دور کر دے اسے کوئی نزدیک کرنے والا نہیں اور جسے تو نزدیک کر دے اسے کوئی دور کرنے والا نہیں اے اللہ! ہم پر اپنی برکات،اپنی رحمت،اپنے فضل اور اپنے رزق کو پھیلا دے اے اللہ!  بےشک میں تجھ سے ایسی نعمتیں مانگتا ہوں جو ہمیشہ قائم  رہیں نہ (تیری  اطاعت میں )حائل ہوں اور نہ زائل ہوں اے اللہ! بےشک میں تجھ سے تنگی کے دن کی نعمت اور جنگ کے دن امن کا سوال کرتا ہوں اے اللہ ! بےشک میں تیری پناہ میں آتا ہوں  اس شر سےجو تو نے ہمیں عطا کیا اور اس شرسے  جو تو نے  روک لیا اے اللہ! ہمارے لیے ایمان کو محبوب کر دے اور اس سے ہمارے دلوں کو مزین کر دے اور ہمارے لیے کفر، فسق اور نافرمانی کو ناپسند کر دےاور ہمیں ہدایت والوں میں سے کر دے اے اللہ! ہمیں مسلمان فوت کرنااور ہمیں صالحین کے ساتھ ملا دے بغیر کسی پریشانی کے،  اے اللہ! کافروں کے ساتھ جنگ کر جو تیرے رسولوں کو جھٹلاتے ہیں اور تیرے راستے سے روکتے ہیں اور ان پر اپنی بلائیں اور اپنا عذاب بھیج اے اللہ! ان انکار کرنے والوں سے جنگ کرجو سچے معبود کی کتاب دئیے گئے,"O Allah for You is all praise, O Allah, none can seize what You have spread forth, and none can spread forth what You have seized, none can guide those whom You misguide, and none can misguide those whom You guide; none can grant what You have withheld, and none can withhold that which You have granted; none can bring close that which You have distanced, and none can distance that which You have brought close; O Allah, extend to us Your blessings, mercy, kindness, and sustenanace. O Allah, I ask You for the favourable station which does not alter nor vanish; O Allah, I ask You for favour on the Day of Terror, and security on the",أحمد( 24/ 246، برقم 15492)،  والنسائي ،( 6/ 156)، والبزار،( 9/ 175)، البخاري في الأدب المفرد،( برقم 699),أحمد( 24/ 246، برقم 15492)،  والنسائي ،( 6/ 156)، والبزار،( 9/ 175)، البخاري في الأدب المفرد،( برقم 699),مسنون دعاء,Masnoon Dua,ہمیشہ رہنے والی نعمتوں کی دعا,Dua for Ever Lasting Blessings,
